GazeTime;Region;Target;PosX;PosY;PosZ;PlayerPosX;PlayerPosY;PlayerPosZ;LightIntensity;Velocity
0.05973816;0;None;23.33653;2.892986;-2.502746;0;1;-4;0;0;
0.05618286;0;None;23.46263;3.22476;-1.964812;0;1;-4;0;0;
0.05574799;0;None;23.66096;3.852435;-0.9167469;0;1;-4;0;0;
0.05563354;0;None;2.691436;0.5126761;0.05209295;0;1;-4;0;0;
0.05552673;0;None;2.702609;0.5728776;0.1980207;0;1;-4;0;0;
0.05556488;0;None;2.70734;0.6110104;0.2855236;0;1;-4;0;0;
0.05601501;0;None;2.713852;0.6562469;0.362259;0;1;-4;0;0;
0.05575562;0;None;2.716578;0.6686327;0.4190303;0;1;-4;0;0;
0.05549622;0;None;2.717641;0.7370426;0.5281582;0;1;-4;0;0;
0.05541229;0;None;2.723812;0.868417;0.7195811;0;1;-4;0;0;
0.05596161;0;None;2.730483;1.012907;0.9989332;0;1;-4;0;0;
0.05554199;0;None;2.727728;1.111148;1.216397;0;1;-4;0;0;
0.0557251;0;None;2.711365;1.205663;1.452733;0;1;-4;0;0;
0.05512238;0;None;2.691391;1.352031;1.743186;0;1;-4;0;0;
0.05548859;0;None;2.677362;1.509641;2.045619;0;1;-4;0;0;
0.0559845;0;None;2.650932;1.682161;2.411626;0;1;-4;0;0;
0.05558777;0;None;2.63067;1.905935;2.822191;0;1;-4;0;0;
0.05545044;0;None;2.602134;2.165389;3.319359;0;1;-4;0;0;
0.05522156;0;None;2.476786;2.424226;3.776386;0;1;-4;0;0;
0.05558014;0;None;2.135883;2.436407;3.858578;0;1;-4;0;0;
0.05538177;0;None;1.866034;2.455319;3.92394;0;1;-4;0;0;
0.05535889;0;None;1.638886;2.457491;3.997077;0;1;-4;0;0;
0.05535126;0;None;1.448998;2.474051;4.0074;0;1;-4;0;0;
0.0556488;0;None;1.255461;2.477917;4.05623;0;1;-4;0;0;
0.05600739;0;None;1.070232;2.480134;4.110771;0;1;-4;0;0;
0.05570984;0;None;0.9204264;2.476888;4.168152;0;1;-4;0;0;
0.05544281;0;None;0.7816424;2.475161;4.257581;0;1;-4;0;0;
