GazeTime;Region;Target;PosX;PosY;PosZ;PlayerPosX;PlayerPosY;PlayerPosZ;LightIntensity;Velocity
0.05913544;0;None;1.751632;3.043387;4.19917;0;1;-4;0;0;
0.05477142;0;None;1.807093;3.03844;4.218007;0;1;-4;0;0;
0.0552063;0;None;1.826908;3.037504;4.235037;0;1;-4;0;0;
0.05544281;0;None;1.820643;3.041564;4.240232;0;1;-4;0;0;
0.0557251;0;None;1.808659;3.040711;4.235846;0;1;-4;0;0;
0.05530548;0;None;1.795063;3.04489;4.237919;0;1;-4;0;0;
0.05564117;0;None;1.784578;3.040162;4.261613;0;1;-4;0;0;
0.05592346;0;None;1.755878;3.035629;4.315373;0;1;-4;0;0;
0.05571747;0;None;1.681673;3.029495;4.424814;0;1;-4;0;0;
0.05581665;0;None;1.583223;3.015439;4.633517;0;1;-4;0;0;
0.05536652;0;None;1.496306;2.997199;4.945287;0;1;-4;0;0;
0.0559082;0;None;1.436706;2.945462;5.442471;0;1;-4;0;0;
0.05574036;0;None;1.40078;2.895305;6.194576;0;1;-4;0;0;
0.05562592;0;None;1.38559;2.846155;7.442059;0;1;-4;0;0;
0.05545044;0;None;1.388837;2.797725;9.191173;0;1;-4;0;0;
0.05558014;0;None;1.140633;2.208391;9.301415;0;1;-4;0;0;
0.05575562;0;Cylinder (13);0.873665;1.701521;9.256314;0;1;-4;0;2.050408;
0.05565643;0;None;0.65644;1.415806;9.21951;0;1;-4;0;2.050408;
0.05580139;0;None;0.5016235;1.312097;9.20187;0;1;-4;0;2.050408;
0.05544281;0;None;0.3355095;1.323407;9.1973;0;1;-4;0;2.050408;
0.05591583;0;None;0.111455;1.387728;9.199399;0;1;-4;0;2.050408;
0.05573273;0;None;-0.2528157;1.502899;9.198476;0;1;-4;0;2.050408;
0.05581665;0;None;-0.7496194;1.653662;9.192484;0;1;-4;0;2.050408;
0.05573273;0;None;-1.241073;1.85952;9.179564;0;1;-4;0;2.050408;
0.05538177;0;None;-1.658201;2.13513;9.174102;0;1;-4;0;2.050408;
0.05594635;0;None;-1.950974;2.386682;9.176847;0;1;-4;0;2.050408;
0.05568695;0;None;-2.099015;2.648048;9.179704;0;1;-4;0;2.050408;
0.05567169;0;None;-2.182338;2.988048;9.181144;0;1;-4;0;2.050408;
0.05551147;0;Cylinder (27);-1.882177;3.059176;8.133694;0;1;-4;0;4.272111;
0.05560303;0;None;-1.565743;3.062842;7.041618;0;1;-4;0;4.272111;
0.05601501;0;None;-1.393106;3.041054;6.382901;0;1;-4;0;4.272111;
0.0558548;0;None;-1.391637;3.002106;6.162766;0;1;-4;0;4.272111;
0.0557785;0;None;-1.497056;2.990973;6.108134;0;1;-4;0;4.272111;
0.05541992;0;None;-1.744139;2.977935;6.121987;0;1;-4;0;4.272111;
0.05599213;0;Cylinder (27);-2.489513;2.949867;5.91402;0;1;-4;0;4.272111;
0.05563354;0;None;-2.824507;2.211271;4.07056;0;1;-4;0;4.272111;
0.05569458;0;None;-2.733228;1.635555;2.58834;0;1;-4;0;4.272111;
0.05604553;0;None;-2.665208;1.34246;1.793059;0;1;-4;0;4.272111;
0.05567932;0;Cylinder;-2.609444;1.176042;1.349832;0;1;-4;0;4.303677;
0.05609894;0;Cylinder;-2.57918;1.112259;1.111072;0;1;-4;0;4.303677;
0.05600739;0;Cylinder;-2.566121;1.093866;0.9137303;0;1;-4;0;4.303677;
0.05583954;0;Cylinder;-2.5549;1.096195;0.7668951;0;1;-4;0;4.303677;
0.05606842;0;Cylinder;-2.551186;1.093394;0.7241006;0;1;-4;0;4.303677;
