GazeTime;Region;Target;PosX;PosY;PosZ;PlayerPosX;PlayerPosY;PlayerPosZ;LightIntensity;Velocity
0.1034546;0;None;-0.09764658;1.803583;6.711638;0;2;0;0;0;
0.1112366;0;None;-0.08936591;1.794336;6.715596;0;2;0;0;0;
0.1116638;0;None;-0.09301901;1.791203;6.716923;0;2;0;0;0;
0.1112671;0;None;-0.5843154;1.716898;6.738061;0;2;0;0;0;
0.1111145;0;None;-1.209906;1.323161;6.833514;0;2;0;0;0;
0.1112671;0;None;-1.59573;0.7497345;6.95715;0;2;0;0;0;
0.1109009;0;Sphere;-2.176533;0.4812482;6.899638;0;2;0;0;0;
0.1116638;0;Sphere;-2.593197;0.4045071;6.797935;0;2;0;0;0;
0.1114502;0;Sphere;-2.67464;0.3787243;6.777201;0;2;0;0;0;
0.1114197;0;Sphere;-2.66978;0.3299755;6.789302;0;2;0;0;0;
0.1113892;0;Sphere;-2.665415;0.2893567;6.799278;0;2;0;0;0;
0.1110535;0;Sphere;-2.685602;0.2708355;6.796386;0;2;0;0;0;
0.1114502;0;Sphere;-2.726527;0.2639133;6.783742;0;2;0;0;0;
0.1113892;0;Sphere;-2.729467;0.2523594;6.784566;0;2;0;0;0;
0.1114807;0;Sphere;-2.717259;0.2559018;6.787033;0;2;0;0;0;
0.1114197;0;Sphere;-2.719738;0.2321264;6.791017;0;2;0;0;0;
0.1113586;0;Sphere;-2.706989;0.2239856;6.796588;0;2;0;0;0;
0.1115112;0;Sphere;-2.67615;0.219135;6.807542;0;2;0;0;0;
0.1111755;0;Sphere;-2.654782;0.2224778;6.813615;0;2;0;0;0;
0.1116943;0;Sphere;-2.636566;0.2266461;6.818475;0;2;0;0;0;
0.1110229;0;Sphere;-2.609625;0.2289398;6.82661;0;2;0;0;0;
0.1112976;0;Sphere;-2.586711;0.2363633;6.832108;0;2;0;0;0;
0.1116638;0;Sphere;-2.581837;0.2363025;6.833545;0;2;0;0;0;
0.1113586;0;Sphere;-2.563873;0.2472089;6.836616;0;2;0;0;0;
0.1114197;0;Sphere;-2.551799;0.2447441;6.840823;0;2;0;0;0;
0.1112061;0;Sphere;-2.549805;0.2374578;6.842906;0;2;0;0;0;
0.1115417;0;Sphere;-2.540557;0.2352776;6.84618;0;2;0;0;0;
0.1112366;0;Sphere;-2.531259;0.2389714;6.848245;0;2;0;0;0;
0.1116638;0;None;-2.510547;0.2271107;6.857096;0;2;0;0;0;
0.1109924;0;None;-2.409131;0.2143341;6.889827;0;2;0;0;0;
0.1117249;0;None;-2.095932;0.07759467;7.001431;0;2;0;0;0;
0.1113281;0;Cake;-1.788413;-0.2814481;7.130763;0;2;0;0;0;
0.1113586;0;Sphere;-1.412648;-0.612413;7.236114;0;2;0;0;0;
0.1113281;0;Sphere;-1.194151;-0.7531423;7.2772;0;2;0;0;0;
0.1112976;0;Sphere;-1.210823;-0.8149061;7.278024;0;2;0;0;0;
0.1115112;0;Sphere;-1.241129;-0.8532882;7.275362;0;2;0;0;0;
0.1116333;0;Sphere;-1.229493;-0.8855177;7.278119;0;2;0;0;0;
0.1112671;0;Sphere;-1.208452;-0.9049951;7.281638;0;2;0;0;0;
0.1112671;0;Sphere;-1.213962;-0.9095098;7.281386;0;2;0;0;0;
0.1112976;0;Sphere;-1.234807;-0.9019158;7.278367;0;2;0;0;0;
0.1115112;0;Sphere;-1.261979;-0.8978954;7.274665;0;2;0;0;0;
0.1113892;0;Sphere;-1.273731;-0.8952158;7.272806;0;2;0;0;0;
0.1115417;0;Sphere;-1.268668;-0.8823248;7.272296;0;2;0;0;0;
0.111145;0;Sphere;-1.257746;-0.8733107;7.272691;0;2;0;0;0;
0.1114502;0;Sphere;-1.255224;-0.8759057;7.272894;0;2;0;0;0;
0.1113892;0;Sphere;-1.254896;-0.860204;7.271588;0;2;0;0;0;
0.1115723;0;Sphere;-1.25959;-0.8517342;7.270154;0;2;0;0;0;
0.1112671;0;Sphere;-1.274123;-0.8119131;7.264804;0;2;0;0;0;
0.1111755;0;Sphere;-1.251478;-0.8133709;7.268231;0;2;0;0;0;
0.1116028;0;Sphere;-1.218332;-0.7912538;7.271123;0;2;0;0;0;
0.1112976;0;Sphere;-1.206142;-0.7433267;7.268852;0;2;0;0;0;
0.1114502;0;Sphere;-1.194815;-0.7300928;7.26931;0;2;0;0;0;
0.1113892;0;Sphere;-1.182754;-0.7331824;7.270661;0;2;0;0;0;
0.1114807;0;Sphere;-1.195439;-0.7587975;7.270751;0;2;0;0;0;
0.1113281;0;Sphere;-1.193359;-0.7141042;7.266306;0;2;0;0;0;
0.1113586;0;Sphere;-1.168623;-0.6996849;7.267395;0;2;0;0;0;
0.1114502;0;Sphere;-0.6045325;-0.660741;7.312256;0;2;0;0;0;
0.1111755;0;Sphere;-0.1085066;-0.5537784;7.312612;0;2;0;0;0;
0.1116333;0;None;0.9679163;0.07560521;7.138988;0;2;0;0;0;
0.1112671;0;None;1.271705;0.4910335;7.000997;0;2;0;0;0;
0.1116333;0;None;1.294028;0.7258273;6.937157;0;2;0;0;0;
0.1110535;0;Waffle;1.452774;0.9254034;6.848203;0;2;0;0;0;
0.1113586;0;Waffle;1.628925;0.965342;6.797601;0;2;0;0;0;
0.1115723;0;Waffle;1.72608;0.9744981;6.771867;0;2;0;0;0;
0.1112671;0;Donuts;1.998048;1.151955;6.639335;0;2;0;0;0;
0.1114197;0;IceCream;2.330552;1.246729;6.499841;0;2;0;0;0;
0.1114502;0;IceCream;2.278973;1.221529;6.526657;0;2;0;0;0;
0.1114197;0;IceCream;2.113129;1.211194;6.583793;0;2;0;0;0;
0.1112671;0;Waffle;1.64621;0.9909995;6.786625;0;2;0;0;0;
0.1112366;0;Donuts;1.426078;0.6791541;6.927027;0;2;0;0;0;
0.1117859;0;Donuts;1.315116;0.6304247;6.960364;0;2;0;0;0;
0.1109619;0;None;1.08382;0.7145734;6.977455;0;2;0;0;0;
0.1117249;0;HamEgg;0.7542363;0.8352293;6.989496;0;2;0;0;0;
0.1113586;0;HamEgg;0.5877649;0.8791837;6.994976;0;2;0;0;0;
0.1114807;0;HamEgg;0.5915997;0.8715165;6.997354;0;2;0;0;0;
0.1113281;0;HamEgg;0.697889;0.8931839;6.980525;0;2;0;0;0;
0.111084;0;HamEgg;0.6064373;1.057314;6.940655;0;2;0;0;0;
0.1115112;0;None;0.1912507;1.335344;6.879029;0;2;0;0;0;
0.1112671;0;None;-0.1014282;1.57974;6.797144;0;2;0;0;0;
0.1117859;0;Cake;-0.3268118;1.66557;6.763052;0;2;0;0;0;
0.111145;0;Cake;-0.5726403;1.676525;6.750867;0;2;0;0;0;
0.1114502;0;Cake;-0.7387923;1.674384;6.741871;0;2;0;0;0;
0.1115417;0;None;-1.4252;1.729745;6.637118;0;2;0;0;0;
0.1111145;0;None;-2.023811;1.740121;6.508218;0;2;0;0;0;
0.1115112;0;None;-2.095006;1.284087;6.673016;0;2;0;0;0;
0.1112366;0;None;-1.890243;0.8481838;6.864466;0;2;0;0;0;
0.1115723;0;None;-1.617567;0.8260394;6.924552;0;2;0;0;0;
0.1113281;0;Waffle;-1.515536;0.9201854;6.91334;0;2;0;0;0;
0.1113281;0;Waffle;-1.408908;0.9885241;6.908481;0;2;0;0;0;
0.1115417;0;Waffle;-1.310606;0.981301;6.924997;0;2;0;0;0;
0.1111145;0;Waffle;-1.300022;0.893579;6.953134;0;2;0;0;0;
0.1116638;0;None;-1.258155;0.5484638;7.05459;0;2;0;0;0;
0.1112061;0;IceCream;-1.160098;-0.008032769;7.186936;0;2;0;0;0;
0.1113892;0;Cake;-1.144303;-0.271024;7.229946;0;2;0;0;0;
0.1114197;0;Cake;-1.132649;-0.3530467;7.241331;0;2;0;0;0;
0.1115417;0;Cake;-1.280141;-0.8018548;7.269433;0;2;0;0;0;
0.1114502;0;None;-1.529452;-1.711491;7.250196;0;2;0;0;0;
0.1110535;0;Milk;-1.683796;-2.553367;7.148367;0;2;0;0;0;
0.1115723;0;Milk;-1.651258;-2.797256;7.114216;0;2;0;0;0;
0.1112671;0;Milk;-1.577399;-2.805271;7.124104;0;2;0;0;0;
0.1115417;0;Milk;-1.557661;-2.800807;7.12666;0;2;0;0;0;
0.1111755;0;Milk;-1.459164;-2.80915;7.140208;0;2;0;0;0;
0.1115112;0;Milk;0.007787887;-2.564733;7.275814;0;2;0;0;0;
0.1112671;0;None;1.611419;-2.232189;7.117132;0;2;0;0;0;
0.1114502;0;None;1.889775;-2.004785;7.068406;0;2;0;0;0;
0.1114197;0;None;1.582214;-1.755255;7.157001;0;2;0;0;0;
0.1113892;0;HamEgg;1.426826;-1.429507;7.196872;0;2;0;0;0;
0.1116638;0;HamEgg;1.332367;-1.316737;7.214968;0;2;0;0;0;
0.1109924;0;HamEgg;1.300517;-1.339687;7.22107;0;2;0;0;0;
0.1116943;0;None;1.262138;-1.365086;7.228227;0;2;0;0;0;
0.1111145;0;None;1.02823;-1.348518;7.266626;0;2;0;0;0;
0.1115112;0;None;0.2277343;-1.397474;7.34673;0;2;0;0;0;
0.1114197;0;None;-0.4948362;-1.313007;7.350617;0;2;0;0;0;
0.1112366;0;Cake;-0.6519954;-1.197252;7.341529;0;2;0;0;0;
0.1116333;0;Cake;-0.5713688;-1.184121;7.345557;0;2;0;0;0;
0.1111755;0;Cake;-0.4044805;-1.141474;7.350156;0;2;0;0;0;
0.1113281;0;Cake;0.5370176;-0.5111784;7.275233;0;2;0;0;0;
0.1116028;0;None;1.216802;0.2945672;7.053485;0;2;0;0;0;
0.1115112;0;None;1.360998;0.7528517;6.913933;0;2;0;0;0;
0.1113586;0;Milk;1.313803;0.859809;6.894517;0;2;0;0;0;
0.1109619;0;Milk;1.235599;0.8451409;6.915011;0;2;0;0;0;
0.1118164;0;Milk;1.267661;0.8842731;6.898322;0;2;0;0;0;
0.1111145;0;Milk;1.299973;0.9537117;6.871511;0;2;0;0;0;
0.1115417;0;Milk;0.4491526;0.6916106;7.062609;0;2;0;0;0;
0.1113281;0;None;-0.5187559;0.6804991;7.082398;0;2;0;0;0;
0.1114807;0;None;-1.012466;0.8241297;7.005964;0;2;0;0;0;
0.1113586;0;IceCream;-1.503311;0.702148;6.972794;0;2;0;0;0;
0.1112976;0;IceCream;-1.787937;0.5334742;6.962744;0;2;0;0;0;
0.1114197;0;IceCream;-1.786758;0.5550872;6.956987;0;2;0;0;0;
0.1112671;0;IceCream;-1.741144;0.5854115;6.958366;0;2;0;0;0;
0.1115112;0;IceCream;-1.781257;0.4426536;6.985512;0;2;0;0;0;
0.1114197;0;Sphere;-1.793613;-0.0194481;7.079548;0;2;0;0;0;
0.1114197;0;Sphere;-1.657963;-0.4314551;7.169011;0;2;0;0;0;
0.1114807;0;Sphere;-1.508151;-0.585988;7.212837;0;2;0;0;0;
0.1110229;0;Sphere;-1.433895;-0.6082095;7.226149;0;2;0;0;0;
0.1116638;0;Sphere;-1.460874;-0.614242;7.221735;0;2;0;0;0;
0.1112366;0;Sphere;-1.484202;-0.5991713;7.215747;0;2;0;0;0;
0.1115112;0;Sphere;-1.454986;-0.5905702;7.218987;0;2;0;0;0;
0.1112976;0;Sphere;-1.447935;-0.5831113;7.218996;0;2;0;0;0;
0.1116028;0;Sphere;-1.462454;-0.5732582;7.215519;0;2;0;0;0;
0.1112671;0;Sphere;-1.469561;-0.5650544;7.213315;0;2;0;0;0;
0.1112061;0;Sphere;-1.434298;-0.5472201;7.216755;0;2;0;0;0;
0.1115417;0;Sphere;-1.401479;-0.5579011;7.222763;0;2;0;0;0;
