GazeTime;Region;Target;PosX;PosY;PosZ;PlayerPosX;PlayerPosY;PlayerPosZ;LightIntensity;Velocity
0.1252108;1;Size(Max);1.776137;-10.96489;30.92321;-20;2.745427;-11.49435;0;0;
0.1532774;1;Size(Max);2.433528;-12.65109;36.38586;-20;2.716541;-9.961853;0;0;
0.1393919;1;Size(Max);2.682259;-12.15373;35.95017;-20;2.690271;-8.568185;0;0;
0.1810904;1;Size(Max);2.623615;-8.872639;26.28475;-20;2.656143;-6.757606;0;0;
0.1392679;1;Size(Mid);3.493696;-8.288099;25.09635;-20;2.629897;-5.365172;0;0;
0.4039688;1;Size(Max);4.988494;-12.95105;33.80569;-20;2.553764;-1.326206;0;0;
0.1532373;1;Size(Max);2.918653;-7.616628;20.38681;-20;2.524884;0.2059003;0;0;
0.09759331;1;Size(Max);4.879663;-11.60191;33.60863;-20;2.506493;1.181655;0;0;
0.08355713;1;Size(Max);5.353261;-10.16916;33.64323;-20;2.490746;2.017079;0;0;
0.06964874;1;None;3.232624;-4.741457;19.17381;-20;2.477619;2.713441;0;0;
0.05566788;1;None;3.439482;-3.496719;19.12086;-20;2.467128;3.270023;0;0;
0.05581284;1;None;3.6448;-2.19251;19.07444;-20;2.45661;3.828049;0;0;
0.02788162;1;None;3.819527;-1.248094;19.16744;-20;2.451355;4.106818;0;0;
5.778122;2;None;31.40304;-14.9564;-24.6262;-0.2037635;2.991449;-2.78494;0;0;
0.01566124;2;None;-2.903678;-9.594873;-25.53454;-0.2019098;2.991527;-2.941545;0;0;
0.3347912;2;None;-4.559638;-7.983443;-14.90329;-0.1622856;2.993191;-6.289231;0;0;
0.1391792;2;None;-2.992414;-8.17568;-13.8929;-0.1458132;2.993882;-7.680917;0;0;
3.969402;3;None;8.698977;-12.16796;21.50088;19.64043;2.999996;-10.10425;0;0;
0.01433945;3;None;16.13759;-21.62277;39.94275;19.64214;2.999996;-9.960855;0;0;
0.02741814;3;None;15.9563;-21.01641;40.39972;19.64542;2.999996;-9.686699;0;0;
0.1117191;3;None;15.3884;-23.37925;39.23523;19.65876;2.999996;-8.569575;0;0;
0.05581665;3;None;14.72747;-24.94849;38.49133;19.66543;2.999996;-8.011453;0;0;
0.08328438;3;None;14.05038;-25.58925;38.36611;19.67538;2.999996;-7.178678;0;0;
0.02768898;3;None;13.75238;-24.84675;39.05858;19.67869;2.999996;-6.901807;0;0;
0.0280838;3;None;13.19943;-24.24282;39.74438;19.68204;2.999996;-6.620986;0;0;
0.0279007;3;None;12.35305;-23.74751;40.4556;19.68537;2.999996;-6.342005;0;0;
0.02829552;3;None;11.4894;-23.06401;41.24184;19.68875;2.999996;-6.059075;0;0;
0.02787399;3;None;10.6235;-22.44894;41.9338;19.69208;2.999996;-5.780346;0;0;
0.04171562;3;None;5.724998;-12.96305;25.71591;19.69707;2.999996;-5.363222;0;0;
0.04180908;3;None;8.676929;-20.71008;43.47956;19.70206;2.999996;-4.945163;0;0;
0.02805901;3;None;8.072485;-19.80303;44.07235;19.70541;2.999996;-4.664586;0;0;
0.02755928;3;None;7.283285;-18.77534;44.72074;19.7087;2.999996;-4.389028;0;0;
0.04119873;3;None;4.150849;-12.14307;31.43767;19.71362;2.999996;-3.977057;0;0;
0.04157639;3;None;4.736835;-16.30668;46.15004;19.71859;2.999996;-3.561333;0;0;
0.04140663;3;None;2.260451;-10.19171;31.30932;19.72354;2.999996;-3.147288;0;0;
0.05602455;3;None;0.9041568;-9.192041;31.14147;19.73023;2.999996;-2.587084;0;0;
0.05579758;3;None;-0.2730082;-8.114177;30.99807;19.7369;2.999996;-2.029141;0;0;
0.1250153;3;None;-2.974226;-11.83111;47.64613;19.75183;2.999996;-0.7790835;0;0;
0.1116905;3;None;-3.506361;-6.756083;29.14876;19.76517;2.999996;0.3377458;0;0;
0.3897419;3;None;-9.13475;-13.3299;45.83505;19.81172;2.999996;4.234879;0;0;
0.2860451;3;None;-1.591453;-11.65013;46.15992;19.84588;2.999996;7.095132;0;0;
