Timestamp;Target;PosX;PosY;PosZ
15-36-07;None;0;0;10
15-36-08;None;0.7537435;-1.630075;9.837415
15-36-09;None;0.9154755;-1.670916;9.816819
15-36-09;None;1.101227;-1.71982;9.789255
15-36-09;None;1.282492;-1.73839;9.763873
15-36-09;None;1.438525;-1.743377;9.741216
15-36-09;None;1.628651;-1.698899;9.719117
15-36-09;None;1.8743;-1.735837;9.668189
15-36-09;None;2.031465;-1.721949;9.638882
15-36-09;None;2.164825;-1.653365;9.621846
15-36-10;None;2.301326;-1.544609;9.60823
15-36-10;None;2.372389;-1.367836;9.617733
15-36-10;None;2.483285;-1.253306;9.605338
15-36-10;None;2.630659;-1.197615;9.573158
15-36-10;None;2.834808;-1.180882;9.516794
15-36-10;None;3.081951;-1.15867;9.442408
15-36-10;None;3.286845;-1.148309;9.374329
15-36-10;None;3.557427;-1.126722;9.277673
15-36-10;None;3.828871;-1.070802;9.175681
15-36-10;None;4.06962;-0.9973208;9.079843
15-36-10;None;4.274283;-1.031511;8.981453
15-36-10;None;4.55318;-1.028708;8.843659
15-36-10;None;4.860246;-0.990191;8.683175
15-36-10;None;5.187949;-0.9608266;8.494822
15-36-10;None;5.522998;-0.8860919;8.28923
15-36-10;None;5.876445;-0.8597023;8.04539
15-36-10;None;6.137738;-0.8239385;7.851707
15-36-10;None;6.321362;-0.8521409;7.701573
15-36-10;None;6.455152;-0.8856763;7.585947
15-36-11;None;6.583279;-0.9247405;7.470294
15-36-11;None;6.709286;-0.9720358;7.351233
15-36-11;None;6.861274;-0.9226801;7.216063
15-36-11;None;6.979452;-0.9413562;7.099373
15-36-11;None;7.093106;-0.9855934;6.979716
15-36-11;None;7.206808;-0.9893839;6.861708
15-36-11;None;7.337897;-0.9770223;6.723146
15-36-11;None;7.508434;-0.9887543;6.530375
15-36-11;None;7.664103;-0.9641582;6.350742
15-36-11;None;7.826547;-0.9384546;6.153411
15-36-11;None;7.962298;-0.943839;5.975867
15-36-11;None;8.064255;-0.9660002;5.833922
15-36-11;None;8.219686;-0.9563738;5.614455
15-36-11;None;8.367776;-1.004853;5.382434
15-36-11;Haaris;8.452062;-1.062396;5.237744
15-36-11;Haaris;8.539449;-1.141145;5.076969
15-36-12;Haaris;8.63038;-1.176368;4.912505
15-36-12;None;8.745592;-1.1098;4.720485
15-36-12;None;8.92392;-0.9836638;4.404098
15-36-12;None;9.040987;-0.8726561;4.183183
15-36-12;None;9.161568;-0.7156829;3.94379
15-36-12;None;9.283039;-0.5405051;3.67873
15-36-12;None;9.381123;-0.3878748;3.441524
15-36-12;None;9.464007;-0.2344036;3.221433
15-36-12;None;9.529456;-0.1010792;3.029731
15-36-12;None;9.580297;0.03084164;2.866526
15-36-12;None;9.626673;0.1730835;2.70134
15-36-12;None;9.675383;0.322064;2.506637
15-36-12;None;9.715919;0.4692195;2.319644
15-36-12;None;9.741377;0.6201447;2.172787
15-36-12;None;9.757659;0.7658794;2.04976
15-36-12;None;9.78174;0.8792334;1.882686
15-36-12;None;9.783808;1.058118;1.776934
15-36-12;None;9.799414;1.144846;1.631203
15-36-12;None;9.814544;1.24219;1.460034
15-36-12;None;9.83705;1.317878;1.222962
15-36-12;Abdul;9.851704;1.341306;1.06997
15-36-12;Abdul;9.870294;1.374339;0.8297558
15-36-13;Abdul;9.886698;1.342747;0.6709954
15-36-13;Abdul;9.896318;1.210527;0.7729977
15-36-13;Abdul;9.892212;1.098793;0.9678965
15-36-13;None;9.883997;0.936967;1.195296
15-36-13;None;9.873626;0.78973;1.373986
15-36-13;None;9.842111;0.6857985;1.631728
15-36-13;None;9.820835;0.501117;1.81661
15-36-13;None;9.791859;0.3116874;2.005581
