Timestamp;Target;PosX;PosY;PosZ
22-59-05;None;0;0;10
22-59-06;None;1.441807;-0.7622738;9.86611
22-59-06;None;1.273611;-0.736107;9.891212
22-59-07;None;1.132735;-0.5976225;9.917649
22-59-07;None;0.9707505;-0.6332439;9.932606
22-59-07;None;0.7983941;-0.5361441;9.953649
22-59-07;None;0.6896509;-0.3717421;9.969262
22-59-07;None;0.5395337;-0.09960154;9.984938
22-59-07;None;0.3443038;0.1459129;9.993006
22-59-07;None;0.1771221;0.2977535;9.993997
22-59-07;None;0.1424335;0.4870275;9.987118
22-59-07;None;-0.02389673;0.5403335;9.985362
22-59-07;None;-0.1978742;0.4817282;9.98643
22-59-08;None;-0.01220132;0.5232904;9.986292
22-59-08;None;0.1054069;0.6196921;9.980224
22-59-08;None;0.1527085;0.7713287;9.969039
22-59-09;None;0.03470517;0.6313829;9.979987
22-59-09;None;-0.1111428;0.7069477;9.97436
22-59-09;None;-0.2576683;0.7936231;9.965128
22-59-09;None;-0.4418479;1.074429;9.93229
22-59-09;None;-0.6544952;1.317602;9.891186
22-59-09;None;-0.83909;1.351804;9.872616
22-59-09;None;-1.075083;1.283897;9.858793
22-59-09;None;-1.325416;1.209505;9.837702
22-59-09;None;-1.490084;1.219041;9.812929
22-59-09;None;-1.720216;1.275109;9.768058
22-59-09;None;-1.898857;1.173955;9.747623
22-59-09;None;-2.112712;1.093128;9.712955
22-59-09;None;-2.293832;1.101348;9.670851
22-59-09;None;-2.099529;1.160805;9.707961
22-59-09;None;-1.835616;1.203565;9.756124
22-59-09;None;-1.531625;1.230565;9.805092
22-59-09;None;-1.293295;1.228399;9.839635
22-59-10;None;-1.030439;1.202909;9.873764
22-59-10;None;-0.747695;1.176497;9.902364
22-59-10;None;-0.4178525;1.170937;9.922415
22-59-10;None;-0.07343374;1.084963;9.940697
22-59-10;None;0.1735085;1.078899;9.940114
22-59-10;None;0.4422438;1.085482;9.93107
22-59-10;None;0.6209311;1.059402;9.924319
22-59-10;None;0.845449;1.017644;9.912094
22-59-10;None;1.143365;1.051151;9.878654
22-59-10;None;1.335402;1.075263;9.851929
22-59-10;None;1.586097;1.03838;9.818659
22-59-10;None;1.768883;1.002705;9.7911
22-59-10;None;1.530697;0.8609389;9.844581
22-59-10;None;1.33313;0.8622116;9.873163
22-59-10;None;1.066292;0.7560622;9.914202
22-59-10;None;0.8824649;0.7629199;9.931727
22-59-10;None;0.7335191;0.720239;9.94702
22-59-10;None;0.6037035;0.8015711;9.949524
22-59-10;None;0.3605506;0.8557628;9.956791
22-59-11;None;0.2119493;0.7518819;9.969441
22-59-11;None;0.005417806;0.7193652;9.97409
22-59-11;None;-0.1450815;0.7591555;9.970087
22-59-11;None;0.0733826;0.7235441;9.973519
22-59-13;None;0.67659;0.6770234;9.954088
22-59-13;None;1.123717;0.6908336;9.912619
22-59-13;None;1.517277;0.7112997;9.858597
22-59-13;None;2.050603;0.7347834;9.759872
22-59-13;None;2.526472;0.7410551;9.647163
22-59-13;None;2.979334;0.752515;9.516159
22-59-13;None;3.440442;0.7666656;9.358183
22-59-13;None;4.003557;0.7866956;9.129766
22-59-13;None;4.420346;0.8044013;8.933839
22-59-13;None;4.805659;0.8192569;8.731236
22-59-13;None;5.140078;0.8267257;8.537923
22-59-13;None;5.593167;0.8593202;8.244881
22-59-13;None;6.042879;0.902195;7.916417
22-59-13;None;6.418472;0.9080739;7.614369
22-59-13;None;6.76002;0.9277782;7.310359
22-59-13;None;7.133704;0.9558146;6.942383
22-59-13;None;7.483724;1.012565;6.555042
22-59-13;None;7.787439;1.014951;6.190772
22-59-13;None;8.090862;1.015111;5.788567
22-59-13;None;8.437532;1.045812;5.26444
22-59-13;None;8.610867;1.081687;4.968191
22-59-13;None;8.835591;1.119165;4.547503
22-59-13;None;9.014537;1.124978;4.180022
22-59-13;None;9.236954;1.144582;3.656313
22-59-13;None;9.436529;1.177929;3.092639
22-59-13;None;9.520931;1.179331;2.821534
22-59-13;None;9.651445;1.175165;2.338499
22-59-13;None;9.755742;1.184941;1.849709
22-59-13;None;9.841541;1.217477;1.289113
22-59-13;None;9.891909;1.227869;0.801546
22-59-13;None;9.920756;1.238039;0.2141547
22-59-13;None;9.917715;1.264799;-0.1979959
22-59-14;None;9.920555;1.257725;-0.026685
22-59-14;None;9.903155;1.386672;0.06827116
22-59-14;None;9.866671;1.617892;0.1767308
22-59-14;None;9.838829;1.774919;0.217064
22-59-14;None;9.805774;1.943979;0.2602839
22-59-14;None;9.738736;2.248794;0.3161311
22-59-14;None;9.702032;2.40064;0.3278488
22-59-14;None;9.634905;2.656373;0.3351033
22-59-14;None;9.581057;2.843306;0.3449291
22-59-14;None;9.500411;3.080855;0.5005187
22-59-14;None;9.44032;3.239427;0.6216753
22-59-14;None;9.391655;3.269579;1.051979
22-59-14;None;9.316936;3.243547;1.635261
22-59-14;None;9.183662;3.247811;2.260991
22-59-14;None;9.017878;3.188336;2.9176
22-59-14;None;8.799999;3.047278;3.643367
22-59-14;None;8.606403;2.921307;4.170828
22-59-15;None;8.45701;2.812943;4.535013
22-59-15;None;8.324285;2.685537;4.847079
22-59-15;None;8.205195;2.610578;5.085237
22-59-15;None;8.158659;2.391954;5.264488
22-59-15;None;8.019753;2.404936;5.468073
22-59-15;None;8.157183;2.205741;5.347435
22-59-15;None;8.24853;2.245397;5.188441
22-59-15;None;8.417156;2.233906;4.915399
22-59-15;None;8.630766;2.238349;4.527654
22-59-15;None;8.812835;2.215712;4.174272
22-59-15;None;8.983597;2.199886;3.802037
22-59-15;None;9.06349;2.187731;3.614827
22-59-15;None;9.193467;2.052224;3.356863
22-59-15;None;9.352648;1.987325;2.928909
22-59-15;None;9.515146;1.837769;2.4667
22-59-15;None;9.622339;1.763989;2.073386
22-59-15;None;9.716726;1.753337;1.584626
22-59-15;None;9.783529;1.784138;1.048517
22-59-15;None;9.806697;1.855809;0.6202126
22-59-15;None;9.827849;1.846723;0.05459726
22-59-15;None;9.838959;1.719302;-0.4887527
22-59-15;None;9.811373;1.657769;-0.9943694
22-59-15;None;9.780039;1.423503;-1.524621
22-59-15;None;9.773186;1.302818;-1.669582
22-59-15;None;9.710073;1.170108;-2.084542
22-59-15;None;9.627901;1.302693;-2.367808
22-59-15;None;9.554049;1.278459;-2.661895
22-59-15;None;9.517073;1.08448;-2.872148
22-59-15;None;9.496316;1.239786;-2.878008
22-59-15;None;9.55474;1.34275;-2.627544
