Timestamp;Target;PosX;PosY;PosZ
23-02-37;None;0;0;10
23-02-38;None;-0.01479875;0.3486145;9.993911
23-02-38;None;-4.029008;-0.6146424;9.131774
23-02-38;None;-3.778077;-0.2186194;9.256259
23-02-38;None;-3.600756;-0.2226405;9.326574
23-02-38;None;-3.390006;-0.233953;9.404953
23-02-38;None;-2.68415;-0.1783681;9.631382
23-02-38;None;-2.17571;-0.07421307;9.760162
23-02-38;None;-1.73653;0.005251169;9.848067
23-02-38;None;-1.289545;0.05816139;9.916334
23-02-38;None;-0.9934112;0.07074177;9.950283
23-02-38;None;-0.6873778;0.1107483;9.975733
23-02-39;None;-0.3999052;0.1170074;9.991316
23-02-39;None;-0.1184748;0.12146;9.998561
23-02-39;None;0.0665094;0.1960538;9.997857
23-02-39;None;0.2401638;0.3132886;9.992207
23-02-39;None;0.09984817;0.4188567;9.990725
23-02-39;None;-0.02730535;0.6089764;9.981402
23-02-39;None;-0.1609856;0.866186;9.961115
23-02-39;None;-0.2321594;0.9988695;9.94728
23-02-39;None;-0.2933173;1.152807;9.928998
23-02-39;None;-0.3719047;1.313363;9.9064
23-02-39;None;-0.466699;1.464674;9.88114
23-02-39;None;-0.5757118;1.567773;9.859546
23-02-39;None;-0.7634492;1.818557;9.803571
23-02-39;None;-0.8928501;1.917082;9.773823
23-02-39;None;-1.053039;2.036911;9.733556
23-02-39;None;-1.260456;2.164991;9.681119
23-02-40;None;-1.402194;2.261866;9.639389
23-02-40;None;-1.542625;2.344783;9.598037
23-02-40;None;-1.744605;2.439382;9.539695
23-02-40;None;-1.674621;2.598125;9.510278
23-02-40;None;-1.49519;2.584027;9.543962
23-02-40;None;-1.424629;2.421578;9.597208
23-02-40;None;-1.308816;2.206423;9.665335
23-02-40;None;-1.210795;2.023181;9.718061
23-02-40;None;-1.147241;1.840552;9.761977
23-02-40;None;-1.101731;1.621847;9.805906
23-02-40;None;-1.020726;1.399192;9.848877
23-02-40;None;-1.037078;1.151804;9.879161
23-02-40;None;-0.9416761;0.8476722;9.919411
23-02-40;None;-0.8498889;0.53572;9.949407
23-02-40;None;-0.8367109;0.2858789;9.960833
23-02-40;None;-0.7476801;-0.02441302;9.97198
23-02-40;None;-0.6892711;-0.3895575;9.968609
23-02-40;None;-0.6874309;-0.6701626;9.953809
23-02-40;None;-0.5662763;-0.9259903;9.94092
23-02-40;None;-0.4485467;-1.236489;9.913117
23-02-40;None;-0.4164361;-1.446491;9.886064
23-02-40;None;-0.3157463;-1.690793;9.850965
23-02-40;None;-0.2694106;-1.897666;9.814595
23-02-40;None;-0.2888094;-2.124297;9.767494
23-02-40;None;-0.1872043;-2.332538;9.722357
23-02-40;None;-0.1094559;-2.497916;9.682378
23-02-41;None;-0.1079475;-2.338322;9.72217
23-02-41;None;-0.09454262;-2.149161;9.765867
23-02-41;None;0.06836774;-2.123198;9.771763
23-02-41;None;-0.01738169;-1.984996;9.800995
23-02-41;None;-0.1720556;-1.702971;9.852426
23-02-41;None;-0.2614741;-1.580934;9.870779
23-02-41;None;-0.3666585;-1.398299;9.894964
23-02-41;None;-0.4297909;-1.21303;9.916846
23-02-41;None;-0.466028;-1.0618;9.932543
23-02-41;None;-0.5062115;-0.9005605;9.946493
23-02-41;None;-0.54196;-0.7441748;9.957534
23-02-41;None;-0.564493;-0.5695746;9.967795
23-02-41;None;-0.6004227;-0.3294113;9.976521
23-02-41;None;-0.7084452;-0.09578109;9.974414
23-02-41;None;-0.7408829;0.07704929;9.972219
23-02-41;None;-0.771253;0.2307285;9.967545
23-02-41;None;-0.8045351;0.4253346;9.958505
23-02-41;None;-0.8150383;0.6869717;9.943027
23-02-41;None;-0.7297975;0.9437312;9.928583
23-02-41;None;-0.6964278;1.193671;9.904046
23-02-41;None;-0.7326525;1.398534;9.87458
23-02-41;None;-0.7776439;1.588271;9.842391
23-02-41;None;-0.8075302;1.752382;9.812087
23-02-42;None;-0.8758157;1.904834;9.777758
23-02-42;None;-0.9800241;2.141053;9.718819
23-02-42;None;-1.097771;2.304362;9.668755
23-02-42;None;-1.023567;2.090204;9.725398
23-02-42;None;-0.939784;1.882378;9.776168
23-02-42;None;-0.9211591;1.735093;9.805147
23-02-42;None;-0.8336115;1.612776;9.833821
23-02-42;None;-0.7386988;1.482796;9.861828
23-02-42;None;-0.6112885;1.35473;9.888935
23-02-42;None;-0.4437311;1.329268;9.90132
23-02-42;None;-0.2646905;1.235666;9.919832
23-02-43;None;-0.06392056;1.01006;9.948653
23-02-43;None;0.07120073;0.8507265;9.963492
23-02-43;None;0.271322;0.5306878;9.982222
23-02-43;None;0.4452443;0.1625872;9.98876
23-02-43;None;0.4628515;-0.1063628;9.988716
23-02-43;None;0.34805;-0.3652701;9.987264
23-02-43;None;0.1329924;-0.4825242;9.987467
23-02-43;None;0.002031564;-0.3341272;9.994416
23-02-43;None;0.1359157;-0.4508729;9.988906
23-02-43;None;0.3039846;-0.4119397;9.986886
23-02-44;None;0.2282786;-0.5587038;9.98177
23-02-44;None;0.4096181;-0.733411;9.964654
23-02-44;None;0.6432533;-0.7978884;9.947342
23-02-44;None;0.9149765;-0.8042957;9.925519
23-02-44;None;1.057275;-0.8639532;9.906348
23-02-44;None;1.232732;-0.8309371;9.888879
23-02-44;None;1.497402;-0.77333;9.856964
23-02-44;None;1.959844;-0.7378422;9.778272
23-02-44;None;2.574377;-0.6263664;9.642627
23-02-44;None;2.873946;-0.784562;9.545936
23-02-44;None;3.038935;-0.7904893;9.494209
23-02-44;None;3.15192;-0.5636272;9.473528
23-02-44;None;3.445016;-0.5091033;9.374043
23-02-44;None;3.596149;-0.4958485;9.317824
23-02-44;None;3.757703;-0.4313284;9.257085
23-02-44;None;3.894347;-0.3462234;9.204031
23-02-45;None;3.747763;-0.2949593;9.266459
23-02-45;None;3.58894;-0.1727254;9.332186
23-02-45;None;3.46244;-0.0886862;9.381025
23-02-45;None;3.916774;0.007294044;9.201023
23-02-45;None;4.263467;0.04771844;9.045473
23-02-45;None;4.703735;0.07260561;8.824376
23-02-45;None;5.122375;0.05876638;8.588238
23-02-45;None;5.52451;0.05072229;8.335299
23-02-45;None;5.959459;0.0488849;8.030097
23-02-45;None;6.416565;-0.0238575;7.669884
23-02-45;None;6.681885;-0.03382757;7.439843
23-02-45;None;7.041595;-0.05352065;7.100217
23-02-45;None;7.373874;-0.09025782;6.754097
23-02-45;None;7.72645;-0.08950219;6.347752
23-02-45;None;8.098448;-0.09824768;5.865619
23-02-45;None;8.345313;-0.099205;5.508713
23-02-45;None;8.570625;-0.111456;5.150917
23-02-45;None;8.832854;-0.1369015;4.686358
23-02-45;None;9.034925;-0.1228861;4.284275
23-02-45;None;9.257643;-0.1201657;3.779103
23-02-45;None;9.458;-0.03792152;3.247275
23-02-45;None;9.57266;0.04634134;2.891717
23-02-45;None;9.715302;0.1099848;2.366606
23-02-45;None;9.810974;0.2072818;1.924012
23-02-45;None;9.898366;0.3335607;1.382425
23-02-45;None;9.95618;0.5250797;0.7738155
23-02-45;None;9.963698;0.8017802;0.2861124
23-02-45;None;9.935658;1.132303;0.02427161
23-02-45;None;9.893147;1.381931;-0.464654
23-02-45;None;9.838787;1.548327;-0.8949685
23-02-45;None;9.770761;1.685481;-1.300532
23-02-45;None;9.673272;1.807183;-1.778173
23-02-45;None;9.564303;1.846833;-2.261267
23-02-45;None;9.489617;1.896059;-2.520343
23-02-46;None;9.35335;1.905681;-2.980477
23-02-46;None;9.321432;1.819269;-3.130684
23-02-46;None;9.288411;1.690686;-3.296518
23-02-46;None;9.287533;1.550012;-3.367375
23-02-46;None;9.288386;1.353974;-3.448573
23-02-46;None;9.266592;1.199205;-3.562612
23-02-46;None;9.24074;1.077728;-3.667049
23-02-46;None;9.300488;1.011253;-3.532465
23-02-46;None;9.356445;1.04627;-3.370796
23-02-46;None;9.413625;1.184872;-3.159078
23-02-46;None;9.453649;1.271306;-3.002055
23-02-46;None;9.43544;1.44343;-2.981443
23-02-46;None;9.444242;1.582335;-2.881411
23-02-46;None;9.500023;1.523722;-2.725408
23-02-47;None;9.433518;1.555242;-2.930865
23-02-47;None;9.366483;1.478568;-3.175352
23-02-47;None;9.317677;1.460686;-3.32375
23-02-47;None;9.25067;1.444633;-3.512571
23-02-47;None;9.185091;1.401;-3.697476
23-02-47;None;9.104864;1.387826;-3.895562
23-02-47;None;9.034483;1.341647;-4.071624
23-02-47;None;8.917352;1.367844;-4.313914
23-02-47;None;8.838671;1.412181;-4.459113
23-02-47;None;8.920194;1.35551;-4.311933
23-02-47;None;8.996687;1.21644;-4.192842
23-02-48;None;9.091801;1.182329;-3.992651
23-02-48;None;8.936942;1.157191;-4.33497
23-02-48;None;8.757935;1.082686;-4.703869
23-02-48;None;8.519879;0.9978068;-5.139658
23-02-48;None;8.298428;0.8920306;-5.508209
23-02-48;None;8.000468;0.8709812;-5.935817
23-02-48;None;7.762773;0.835757;-6.248271
