Timestamp;Target;PosX;PosY;PosZ
23-02-03;None;0;0;10
23-02-04;None;-0.01479875;0.3486145;9.993911
23-02-04;None;-3.959022;2.59803;8.807746
23-02-04;None;-3.80659;2.883234;8.786173
23-02-04;None;-3.713022;2.721397;8.877357
23-02-04;None;-3.554964;2.408299;9.031186
23-02-04;None;-3.414315;2.264517;9.122193
23-02-04;None;-3.222859;2.192843;9.208942
23-02-04;None;-2.913041;2.10129;9.332672
23-02-04;None;-2.61346;1.975252;9.448185
23-02-04;None;-2.157202;1.952502;9.567351
23-02-04;None;-1.627666;1.692931;9.720324
23-02-05;None;-1.092138;1.732662;9.788009
23-02-05;None;-0.5570679;1.868424;9.808092
23-02-05;None;-0.3219889;1.841852;9.82364
23-02-05;None;0.09516332;1.576761;9.874451
23-02-05;None;0.2689832;1.331183;9.907351
23-02-05;None;0.4945481;1.400161;9.889133
23-02-05;None;0.910583;1.147548;9.892117
23-02-05;None;1.072737;1.07873;9.883602
23-02-05;None;0.8353851;1.08991;9.905263
23-02-05;None;0.7873862;0.8663568;9.931236
23-02-05;None;0.9644539;0.7264549;9.926837
23-02-05;None;1.134397;0.6611723;9.913425
23-02-05;None;1.323556;0.645426;9.890987
23-02-05;None;1.313617;0.7992513;9.881073
23-02-05;None;1.16697;0.9406987;9.887026
23-02-05;None;1.373368;0.9218664;9.862252
23-02-05;None;1.485943;0.7669821;9.859194
23-02-05;None;1.201772;0.7853568;9.896411
23-02-05;None;0.9568323;0.9186462;9.911638
23-02-06;None;0.7814529;1.023053;9.916788
23-02-06;None;0.6346979;1.121377;9.916636
23-02-06;None;0.4986093;1.33103;9.898472
23-02-06;None;0.4983016;1.546656;9.867094
23-02-06;None;0.3699612;1.791034;9.831344
23-02-06;None;0.2014722;2.062866;9.782842
23-02-06;None;-0.03752868;2.336794;9.723064
23-02-06;None;-0.1102432;2.504375;9.680699
23-02-06;None;-0.08703519;2.660446;9.639215
23-02-06;None;-0.1639319;2.505379;9.679679
23-02-06;None;-0.09548899;2.313112;9.728329
23-02-06;None;-0.005461308;2.186294;9.758078
23-02-06;None;0.06413943;1.954004;9.807026
23-02-06;None;0.1251942;1.708696;9.852141
23-02-06;None;0.174098;1.53689;9.879659
23-02-06;None;0.2196906;1.327588;9.909049
23-02-06;None;0.2809269;1.126535;9.932372
23-02-06;None;0.352387;0.8879189;9.954267
23-02-07;None;0.4342794;0.7386996;9.963219
23-02-07;None;0.418264;0.5689004;9.975039
23-02-07;None;0.3492161;0.7554739;9.965305
23-02-07;None;0.5023419;0.7859212;9.956405
23-02-07;None;0.5142356;0.5811388;9.969847
23-02-07;None;0.7773103;0.715868;9.944009
23-02-07;None;0.9400799;0.7209967;9.929573
23-02-07;None;1.022072;0.8675456;9.909729
23-02-07;None;0.9668681;1.053417;9.897245
23-02-07;None;1.030828;1.194761;9.874712
23-02-07;None;0.9055093;1.104943;9.897431
23-02-07;None;0.7477312;1.133545;9.90737
23-02-07;None;0.5902194;1.151822;9.915894
23-02-08;None;0.77192;1.186806;9.899274
23-02-08;None;0.9558153;1.06978;9.896565
23-02-08;None;1.112663;0.9821922;9.889251
23-02-08;None;1.463233;1.083724;9.832827
23-02-08;None;1.727323;1.047232;9.793859
23-02-08;None;2.01588;1.053656;9.737865
23-02-08;None;2.245076;1.046357;9.688383
23-02-08;None;2.405572;1.040668;9.650401
23-02-08;None;2.731427;0.9002516;9.577518
23-02-08;None;3.109052;0.5601936;9.487885
23-02-08;None;3.283562;0.4478939;9.434914
23-02-08;None;3.323802;0.2805216;9.427281
23-02-08;None;3.66501;0.05141713;9.304035
23-02-08;None;3.934922;-0.1195303;9.192503
23-02-08;None;4.201804;-0.2140898;9.07188
23-02-08;None;4.410132;-0.2216179;8.972269
23-02-08;None;4.471738;0.03842279;8.944388
23-02-08;None;4.346239;0.1476042;9.00491
23-02-08;None;4.04085;0.142889;9.146098
23-02-08;None;3.781418;0.287293;9.253017
23-02-08;None;3.547301;0.4557178;9.338574
23-02-08;None;3.183555;0.75109;9.449912
23-02-08;None;2.931218;0.9407762;9.514352
23-02-08;None;2.621031;1.066869;9.591245
23-02-09;None;2.282307;1.240139;9.656766
23-02-09;None;2.021592;1.383912;9.695254
23-02-09;None;1.787283;1.448599;9.731762
23-02-09;None;1.570017;1.270752;9.793887
23-02-09;None;1.171299;1.295033;9.846367
23-02-09;None;0.7565533;1.346876;9.879957
23-02-09;None;0.4159971;1.262467;9.911263
23-02-09;None;0.1616606;0.9883451;9.949726
23-02-09;None;-0.136119;0.8608108;9.961951
23-02-09;None;-0.3528187;0.8037956;9.961397
23-02-09;None;-0.5703878;0.7703286;9.953956
23-02-09;None;-0.6651562;0.9121457;9.936073
23-02-09;None;-0.7465569;1.097775;9.911486
23-02-09;None;-0.7826866;1.381989;9.87307
23-02-09;None;-0.7378805;1.653541;9.834701
23-02-09;None;-0.6338365;1.810511;9.814291
23-02-09;None;-0.4526228;1.571;9.865449
23-02-09;None;-0.14863;1.427072;9.896534
23-02-09;None;0.2523649;1.206429;9.923752
23-02-09;None;0.8029234;1.025487;9.914822
23-02-09;None;1.33496;0.9328193;9.866496
23-02-09;None;1.868468;0.9607743;9.776796
23-02-09;None;2.343638;0.9569256;9.674278
23-02-09;None;2.762494;0.7499963;9.581553
23-02-09;None;3.098171;0.6316333;9.486959
23-02-09;None;3.381364;0.4244854;9.401394
23-02-09;None;3.543486;0.3251563;9.34548
23-02-09;None;3.752302;0.1988483;9.267183
23-02-09;None;3.900829;0.2029123;9.205562
23-02-09;None;4.085512;0.05460307;9.127191
23-02-09;None;4.220744;0.02878517;9.065566
23-02-10;None;4.433968;0.1083209;8.962601
23-02-10;None;4.545982;0.3417289;8.900409
23-02-10;None;4.715303;0.4783681;8.805514
23-02-10;None;4.897446;0.5810763;8.699275
23-02-10;None;5.074407;0.6626782;8.591348
23-02-10;None;5.252521;0.6524677;8.484415
23-02-10;None;5.448726;0.4098331;8.375168
23-02-10;None;5.515079;0.1785572;8.339786
23-02-10;None;5.471435;0.0204628;8.370362
