GazeTime;Region;Target;PosX;PosY;PosZ;PlayerPosX;PlayerPosY;PlayerPosZ;LightIntensity;Velocity
0.06246185;0;None;5.529103;-1.978128;20.44497;0;-1.36144;0;0;0;
0.05702209;0;None;5.578198;-2.543666;20.40224;0;-1.36144;0;0;0;
0.0562973;0;None;5.494076;-3.200202;20.36265;0;-1.36144;0;0;0;
0.05590439;0;None;5.40091;-3.696457;20.32514;0;-1.36144;0;0;0;
0.05594254;0;None;5.260467;-3.778355;20.32871;0;-1.36144;0;0;0;
0.05582047;0;None;5.125094;-3.933611;20.32604;0;-1.36144;0;0;0;
0.05587769;0;None;5.112704;-4.05277;20.31308;0;-1.36144;0;0;0;
0.0557785;0;None;5.204718;-4.111598;20.29457;0;-1.36144;0;0;0;
0.0555687;0;None;5.407738;-4.156137;20.26472;0;-1.36144;0;0;0;
0.05560303;0;None;5.671527;-4.123411;20.23549;0;-1.36144;0;0;0;
0.05577087;0;None;5.919593;-4.031875;20.21323;0;-1.36144;0;0;0;
0.05587387;0;None;6.105084;-3.931147;20.19856;0;-1.36144;0;0;0;
0.05583191;0;None;6.224074;-3.837953;20.19081;0;-1.36144;0;0;0;
0.05548859;0;None;6.286551;-3.722565;20.19207;0;-1.36144;0;0;0;
0.05558395;0;None;6.343264;-3.408336;20.21076;0;-1.36144;0;0;0;
0.05595779;0;None;6.422028;-3.223571;20.21355;0;-1.36144;0;0;0;
0.05560684;0;None;6.507576;-3.064104;20.21038;0;-1.36144;0;0;0;
0.05562973;0;None;6.547346;-3.015265;20.20513;0;-1.36144;0;0;0;
0.05587006;0;None;6.572199;-2.968529;20.20118;0;-1.36144;0;0;0;
0.05561447;0;None;6.588762;-2.902308;20.20046;0;-1.36144;0;0;0;
0.05574799;0;None;6.596109;-2.754513;20.20651;0;-1.36144;0;0;0;
0.05564117;0;None;6.581103;-2.517158;20.22074;0;-1.36144;0;0;0;
0.05581284;0;None;6.53007;-2.241434;20.2411;0;-1.36144;0;0;0;
0.05536652;0;None;6.40183;-1.814412;20.27443;0;-1.36144;0;0;0;
0.05585098;0;None;5.98875;-0.4846392;20.32266;0;-1.36144;0;0;0;
0.05578613;0;None;5.289256;1.20787;20.29468;0;-1.36144;0;0;0;
0.05562592;0;None;4.281543;3.435669;20.04857;0;-1.36144;0;0;0;
0.05569077;0;None;3.260073;5.997655;19.43887;0;-1.36144;0;0;0;
0.05571747;0;None;2.586066;7.705722;18.84167;0;-1.36144;0;0;0;
0.05566406;0;None;2.423309;9.524161;18.02389;0;-1.36144;0;0;0;
0.05567169;0;None;2.633625;10.37882;17.5853;0;-1.36144;0;0;0;
0.05563354;0;None;3.05909;10.71643;17.40257;0;-1.36144;0;0;0;
0.05570984;0;None;3.413614;10.78101;17.36616;0;-1.36144;0;0;0;
0.05567169;0;None;3.598485;10.61577;17.46329;0;-1.36144;0;0;0;
0.05727386;0;None;3.381509;10.54249;17.51717;0;-1.36144;0;0;0;
0.05410385;0;None;2.882635;11.07625;17.21653;0;-1.36144;0;0;0;
0.0557518;0;None;2.758917;12.19058;16.50466;0;-1.36144;0;0;0;
0.0556488;0;None;3.345851;13.48426;15.55293;0;-1.36144;0;0;0;
0.05567551;0;None;4.524976;14.39658;14.73281;0;-1.36144;0;0;0;
0.05581665;0;None;6.040711;14.83008;14.14387;0;-1.36144;0;0;0;
0.05573654;0;None;8.079508;14.91425;13.57726;0;-1.36144;0;0;0;
0.05561066;0;None;10.20687;14.68878;13.00962;0;-1.36144;0;0;0;
0.05569458;0;None;11.83839;14.44975;12.43797;0;-1.36144;0;0;0;
0.05580521;0;None;12.52893;14.62822;11.85383;0;-1.36144;0;0;0;
0.0557785;0;None;12.80823;14.91253;11.38039;0;-1.36144;0;0;0;
0.05565643;0;None;12.88236;15.20303;11.01258;0;-1.36144;0;0;0;
0.05557632;0;None;12.87381;15.34599;10.86452;0;-1.36144;0;0;0;
0.05561066;0;None;12.70477;15.44083;10.87919;0;-1.36144;0;0;0;
0.05591965;0;None;12.52396;15.56755;10.85996;0;-1.36144;0;0;0;
0.05557632;0;None;12.76138;15.59241;10.67961;0;-1.36144;0;0;0;
0.05569458;0;None;13.65904;15.54442;10.08875;0;-1.36144;0;0;0;
0.05558777;0;None;14.7829;15.59694;9.069727;0;-1.36144;0;0;0;
0.05569839;0;None;15.73965;15.67675;7.993416;0;-1.36144;0;0;0;
0.05588531;0;Orb (14);16.41988;15.74764;7.089675;0;-1.36144;0;0.9977219;0;
0.05566406;0;Orb (14);16.80365;15.84023;6.429367;0;-1.36144;0;0.9975387;0;
0.05560684;0;None;16.99883;16.00863;5.855104;0;-1.36144;0;0.9975387;0;
0.05557251;0;None;17.04052;16.34139;5.155024;0;-1.36144;0;0.9975387;0;
0.05585861;0;None;17.10825;16.63847;4.423187;0;-1.36144;0;0.9975387;0;
0.05582047;0;None;17.14874;16.93922;3.651632;0;-1.36144;0;0.9975387;0;
0.05557251;0;None;17.18548;17.22657;2.825051;0;-1.36144;0;0.9975387;0;
0.05583954;0;None;17.22124;17.49517;1.895914;0;-1.36144;0;0.9975387;0;
0.05547333;0;None;17.22877;17.75606;0.8916007;0;-1.36144;0;0.9975387;0;
0.05631638;0;None;17.1197;18.0251;-0.02628297;0;-1.36144;0;0.9975387;0;
0.05526352;0;None;16.98714;18.24309;-0.810138;0;-1.36144;0;0.9975387;0;
0.05565262;0;None;16.86856;18.41127;-1.564032;0;-1.36144;0;0.9975387;0;
0.05547714;0;None;16.69119;18.58836;-2.313762;0;-1.36144;0;0.9975387;0;
0.05577469;0;None;16.3354;18.84611;-3.104735;0;-1.36144;0;0.9975387;0;
0.05581665;0;None;15.86965;19.12636;-3.967747;0;-1.36144;0;0.9975387;0;
0.05574799;0;None;15.23898;19.41921;-5.155181;0;-1.36144;0;0.9975387;0;
0.05564117;0;None;14.51498;19.67086;-6.288696;0;-1.36144;0;0.9975387;0;
0.05559158;0;None;14.03815;19.81748;-6.854327;0;-1.36144;0;0.9975387;0;
0.05595779;0;None;13.87854;19.86852;-6.996534;0;-1.36144;0;0.9975387;0;
0.05563354;0;None;13.89086;19.90177;-6.767011;0;-1.36144;0;0.9975387;0;
0.05566025;0;None;14.0135;19.91472;-6.290123;0;-1.36144;0;0.9975387;0;
0.05560303;0;None;14.07006;20.00809;-5.249911;0;-1.36144;0;0.9975387;0;
0.05569077;0;None;13.85051;20.19983;-3.474925;0;-1.36144;0;0.9975387;0;
0.05582428;0;None;13.20736;20.41643;-1.451409;0;-1.36144;0;0.9975387;0;
0.05344772;0;None;12.2957;20.63773;-0.1105124;0;-1.36144;0;0.9975387;0;
0.05639267;0;None;11.53462;20.77312;0.7662848;0;-1.36144;0;0.9975387;0;
0.05574417;0;None;10.95639;20.77934;1.680837;0;-1.36144;0;0.9975387;0;
0.0560112;0;None;10.28714;20.74665;2.625513;0;-1.36144;0;0.9975387;0;
0.05582428;0;None;9.515233;20.6992;3.538033;0;-1.36144;0;0.9975387;0;
0.05561447;0;None;8.819482;20.61479;4.311967;0;-1.36144;0;0.9975387;0;
0.05571365;0;None;8.233233;20.29992;5.493869;0;-1.36144;0;0.9975387;0;
0.0556488;0;None;7.447233;19.82691;6.922853;0;-1.36144;0;0.9975387;0;
0.0559082;0;None;6.401159;19.17707;8.50148;0;-1.36144;0;0.9975387;0;
0.05560303;0;None;4.999293;18.59383;9.74099;0;-1.36144;0;0.9975387;0;
0.05587387;0;None;3.51209;17.84976;10.95209;0;-1.36144;0;0.9975387;0;
0.05550766;0;None;2.045739;17.23636;11.73121;0;-1.36144;0;0.9975387;0;
0.05580902;0;None;0.67473;16.84295;12.06928;0;-1.36144;0;0.9975387;0;
0.05581284;0;None;-0.4894714;16.74391;11.97284;0;-1.36144;0;0.9975387;0;
0.05574036;0;None;-1.38962;16.52354;12.01131;0;-1.36144;0;0.9975387;0;
0.05564499;0;None;-2.099799;16.24656;12.12443;0;-1.36144;0;0.9975387;0;
0.05564117;0;None;-2.799318;15.68846;12.51952;0;-1.36144;0;0.9975387;0;
0.05585098;0;None;-3.710484;14.52358;13.38139;0;-1.36144;0;0.9975387;0;
0.05565262;0;None;-4.974491;13.36398;13.91544;0;-1.36144;0;0.9975387;0;
0.05578613;0;None;-6.614094;12.92819;13.47228;0;-1.36144;0;0.9975387;0;
0.05564117;0;None;-7.979945;12.985;12.58593;0;-1.36144;0;0.9975387;0;
0.05571365;0;None;-8.841852;13.46364;11.49621;0;-1.36144;0;0.9975387;0;
0.05578232;0;None;-9.441227;14.0893;10.30822;0;-1.36144;0;0.9975387;0;
0.05574417;0;None;-9.739051;14.60325;9.391408;0;-1.36144;0;0.9975387;0;
0.0555954;0;None;-9.647657;15.03658;8.899902;0;-1.36144;0;0.9975387;0;
0.05559158;0;None;-9.249426;15.41932;8.7641;0;-1.36144;0;0.9975387;0;
0.05567169;0;None;-8.781788;15.66735;8.864336;0;-1.36144;0;0.9975387;0;
0.05588913;0;None;-8.21378;16.01205;8.891416;0;-1.36144;0;0.9975387;0;
0.05557251;0;None;-7.793361;16.33738;8.779811;0;-1.36144;0;0.9975387;0;
0.05568314;0;None;-7.872489;16.62968;8.246733;0;-1.36144;0;0.9975387;0;
0.05570984;0;None;-8.670763;16.47947;7.692968;0;-1.36144;0;0.9975387;0;
0.05582428;0;None;-9.883869;15.5822;7.806641;0;-1.36144;0;0.9975387;0;
0.05567169;0;None;-10.91162;14.33681;8.452913;0;-1.36144;0;0.9975387;0;
0.05548859;0;None;-11.52967;13.32416;9.058446;0;-1.36144;0;0.9975387;0;
0.05602646;0;None;-11.98361;12.4851;9.524116;0;-1.36144;0;0.9975387;0;
0.05562973;0;None;-12.20663;11.90984;9.894916;0;-1.36144;0;0.9975387;0;
0.05583572;0;None;-12.18527;11.65926;10.18173;0;-1.36144;0;0.9975387;0;
0.05574417;0;None;-11.97741;11.54113;10.5306;0;-1.36144;0;0.9975387;0;
0.05560303;0;None;-11.49718;11.17507;11.3568;0;-1.36144;0;0.9975387;0;
0.05553055;0;Orb (17);-10.69173;10.61508;12.54332;0;-1.36144;0;0.9610732;0;
0.05571747;0;None;-9.957114;10.33765;13.33519;0;-1.36144;0;0.9610732;0;
0.05588531;0;None;-9.301447;10.37706;13.7842;0;-1.36144;0;0.9610732;0;
0.05584717;0;None;-8.848776;10.31104;14.13561;0;-1.36144;0;0.9610732;0;
0.05557632;0;None;-8.722824;10.32946;14.20611;0;-1.36144;0;0.9610732;0;
0.05550766;0;None;-8.838881;10.42276;14.06811;0;-1.36144;0;0.9610732;0;
0.05591202;0;None;-8.992776;10.49781;13.9145;0;-1.36144;0;0.9610732;0;
0.05571747;0;None;-9.215429;10.55298;13.7232;0;-1.36144;0;0.9610732;0;
0.05557251;0;None;-9.744417;10.78156;13.17236;0;-1.36144;0;0.9610732;0;
0.05569839;0;Orb (17);-10.30384;10.8546;12.67542;0;-1.36144;0;0.9554092;0;
0.05569077;0;Orb (17);-10.6615;10.99785;12.26011;0;-1.36144;0;0.954806;0;
0.05582809;0;Orb (17);-11.00004;11.01258;11.9469;0;-1.36144;0;0.9546567;0;
0.0557251;0;None;-11.15094;10.99147;11.82592;0;-1.36144;0;0.9546567;0;
0.05559158;0;None;-11.09673;10.95213;11.90889;0;-1.36144;0;0.9546567;0;
0.05561829;0;None;-10.92411;10.92932;12.08473;0;-1.36144;0;0.9546567;0;
0.05570221;0;Orb (17);-10.74727;10.96079;12.21655;0;-1.36144;0;0.951894;0;
0.05599213;0;Orb (17);-10.62386;10.95124;12.33182;0;-1.36144;0;0.9513348;0;
0.05553055;0;Orb (17);-10.41261;10.98845;12.4818;0;-1.36144;0;0.9507815;0;
0.05567551;0;Orb (17);-10.3569;10.96695;12.5454;0;-1.36144;0;0.9502391;0;
0.0556488;0;Orb (17);-10.44335;10.99115;12.45437;0;-1.36144;0;0.9497048;0;
0.05583191;0;Orb (17);-10.64962;10.93122;12.32734;0;-1.36144;0;0.949178;0;
0.05569077;0;Orb (17);-11.17786;10.81713;11.95089;0;-1.36144;0;0.9489191;0;
0.05558395;0;None;-12.18953;10.53255;11.19882;0;-1.36144;0;0.9489191;0;
0.0556488;0;None;-13.62234;9.910357;10.10366;0;-1.36144;0;0.9489191;0;
0.05593109;0;None;-15.08793;8.97865;8.925946;0;-1.36144;0;0.9489191;0;
0.0556488;0;None;-16.2767;7.760869;8.070004;0;-1.36144;0;0.9489191;0;
0.05564117;0;None;-16.98764;6.68212;7.670486;0;-1.36144;0;0.9489191;0;
0.0556488;0;None;-17.12652;6.392963;7.638154;0;-1.36144;0;0.9489191;0;
0.05558777;0;None;-16.97807;6.477783;7.857936;0;-1.36144;0;0.9489191;0;
0.0557785;0;None;-16.78394;6.704464;8.046783;0;-1.36144;0;0.9489191;0;
0.0558815;0;None;-16.50747;7.138237;8.208524;0;-1.36144;0;0.9489191;0;
